dbv,x,y,lv
821,0.3034,0.3198,35.5272
822,0.3035,0.3200,35.5908
823,0.3034,0.3202,35.7050
824,0.3034,0.3202,35.7587
825,0.3034,0.3202,35.7904
826,0.3031,0.3200,35.8499
827,0.3034,0.3203,35.9153
828,0.3031,0.3199,35.9312
829,0.3035,0.3201,36.2403
830,0.3032,0.3198,36.2989
831,0.3035,0.3200,36.3904
832,0.3034,0.3198,36.3991
833,0.3036,0.3202,36.5195
834,0.3035,0.3198,36.4981
835,0.3038,0.3201,36.5969
836,0.3037,0.3197,36.6114
837,0.3038,0.3199,36.7315
838,0.3037,0.3202,37.1150
839,0.3039,0.3200,37.1159
840,0.3038,0.3205,37.2982
841,0.3040,0.3202,37.2942
842,0.3039,0.3205,37.3658
843,0.3040,0.3202,37.3968
844,0.3039,0.3207,37.5036
845,0.3040,0.3205,37.4821
846,0.3038,0.3209,37.5782
847,0.3042,0.3209,38.0198
848,0.3039,0.3212,38.0991
849,0.3042,0.3213,38.1863
850,0.3040,0.3216,38.3004
851,0.3042,0.3216,38.3153
852,0.3040,0.3219,38.4493
853,0.3042,0.3220,38.4596
854,0.3040,0.3219,38.5233
855,0.3042,0.3219,38.5356
856,0.3039,0.3219,38.9524
857,0.3039,0.3216,38.9522
858,0.3039,0.3221,39.0738
859,0.3039,0.3219,39.0888
860,0.3038,0.3221,39.5232
861,0.3038,0.3218,39.4695
862,0.3037,0.3221,39.5407
863,0.3038,0.3218,39.6042
864,0.3037,0.3221,39.6658
865,0.3038,0.3218,39.7277
866,0.3037,0.3218,39.8085
867,0.3037,0.3218,39.7612
868,0.3036,0.3220,39.9312
869,0.3035,0.3218,40.2124
870,0.3036,0.3217,40.3319
871,0.3036,0.3217,40.3698
872,0.3035,0.3215,40.4120
873,0.3035,0.3215,40.4354
874,0.3034,0.3214,40.4466
875,0.3034,0.3216,40.4958
876,0.3034,0.3216,40.6208
877,0.3032,0.3211,40.6266
878,0.3035,0.3212,41.0230
879,0.3033,0.3211,41.0236
880,0.3035,0.3214,41.0674
881,0.3033,0.3210,41.1130
882,0.3035,0.3214,41.1947
883,0.3033,0.3210,41.1094
884,0.3033,0.3213,41.2143
885,0.3032,0.3211,41.2029
886,0.3033,0.3212,41.7340
887,0.3033,0.3212,41.7897
888,0.3032,0.3212,41.8743
889,0.3032,0.3211,41.8420
890,0.3031,0.3211,41.8915
891,0.3032,0.3211,41.9002
892,0.3032,0.3212,41.9495
893,0.3032,0.3213,41.9981
894,0.3032,0.3212,42.3442
895,0.3032,0.3212,42.3420
896,0.3035,0.3213,42.3685
897,0.3035,0.3213,42.4647
898,0.3034,0.3210,42.7291
899,0.3033,0.3211,42.8539
900,0.3033,0.3212,42.8933
901,0.3034,0.3213,43.1483
902,0.3034,0.3212,43.1651
903,0.3034,0.3212,43.1339
904,0.3037,0.3211,43.2281
905,0.3037,0.3210,43.5810
906,0.3035,0.3211,43.6502
907,0.3035,0.3209,43.9318
908,0.3035,0.3209,43.9704
909,0.3034,0.3208,43.9203
910,0.3035,0.3209,44.3377
911,0.3038,0.3208,44.3302
912,0.3038,0.3207,44.3123
913,0.3038,0.3207,44.3511
914,0.3036,0.3204,44.6144
915,0.3036,0.3207,44.6707
916,0.3036,0.3207,44.7024
917,0.3036,0.3206,44.6758
918,0.3036,0.3205,45.0291
919,0.3038,0.3204,45.0657
920,0.3039,0.3205,45.1457
921,0.3039,0.3205,45.0722
922,0.3039,0.3205,45.0747
923,0.3037,0.3201,45.3514
924,0.3037,0.3205,45.5284
925,0.3037,0.3205,45.5445
926,0.3040,0.3205,45.5825
927,0.3039,0.3204,45.8881
928,0.3039,0.3204,45.8724
929,0.3039,0.3204,45.8421
930,0.3040,0.3204,46.2528
931,0.3040,0.3203,46.2897
932,0.3038,0.3202,46.1814
933,0.3037,0.3206,46.3363
934,0.3040,0.3206,46.6945
935,0.3039,0.3206,46.6119
936,0.3039,0.3205,47.0635
937,0.3040,0.3205,47.1081
938,0.3039,0.3206,47.0830
939,0.3039,0.3206,47.4205
940,0.3038,0.3203,47.4533
941,0.3039,0.3203,47.4326
942,0.3039,0.3205,47.4988
943,0.3040,0.3205,47.9343
944,0.3041,0.3206,47.8963
945,0.3040,0.3206,47.8982
946,0.3040,0.3206,47.9080
947,0.3039,0.3205,48.1364
948,0.3040,0.3204,48.1422
949,0.3041,0.3202,48.2145
950,0.3041,0.3201,48.1515
951,0.3041,0.3201,48.1871
952,0.3040,0.3204,48.6211
953,0.3041,0.3204,48.6178
954,0.3041,0.3204,48.6343
955,0.3040,0.3204,48.5827
956,0.3043,0.3204,48.9875
957,0.3044,0.3204,49.0592
958,0.3042,0.3201,48.9459
959,0.3041,0.3200,49.2435
960,0.3041,0.3201,49.2891
961,0.3041,0.3205,49.5309
962,0.3041,0.3205,49.5101
963,0.3041,0.3205,49.9388
964,0.3043,0.3206,49.9278
965,0.3043,0.3206,50.2469
966,0.3042,0.3203,50.2120
967,0.3042,0.3203,50.2449
968,0.3042,0.3203,50.2054
969,0.3042,0.3202,50.5712
970,0.3041,0.3206,50.6128
971,0.3044,0.3207,50.7293
972,0.3044,0.3206,51.1451
973,0.3043,0.3205,50.9525
974,0.3044,0.3206,51.1093
975,0.3043,0.3205,51.1693
976,0.3043,0.3204,51.5323
977,0.3042,0.3203,51.4070
978,0.3042,0.3203,51.3978
979,0.3045,0.3207,51.4840
980,0.3045,0.3208,51.5942
981,0.3045,0.3207,51.8781
982,0.3045,0.3206,51.7941
983,0.3044,0.3206,51.7678
984,0.3043,0.3202,51.7384
985,0.3043,0.3202,52.1012
986,0.3045,0.3203,52.1875
987,0.3045,0.3203,52.2506
988,0.3045,0.3207,52.7289
989,0.3045,0.3207,52.6485
990,0.3044,0.3207,52.6904
991,0.3044,0.3207,52.7050
992,0.3042,0.3203,53.0241
993,0.3042,0.3204,53.1004
994,0.3044,0.3205,53.5878
995,0.3044,0.3204,53.5084
996,0.3044,0.3203,53.4266
997,0.3043,0.3210,53.6768
998,0.3043,0.3209,53.9698
999,0.3043,0.3208,53.9334
1000,0.3043,0.3210,53.9510
1001,0.3041,0.3207,54.3102
1002,0.3043,0.3207,54.3887
1003,0.3043,0.3206,54.3365
1004,0.3043,0.3206,54.3505
1005,0.3043,0.3205,54.6397
1006,0.3042,0.3209,54.7330
1007,0.3042,0.3210,54.8005
1008,0.3042,0.3210,54.7853
1009,0.3045,0.3210,54.8270
1010,0.3042,0.3206,55.2076
1011,0.3043,0.3206,55.2008
1012,0.3043,0.3206,55.0384
1013,0.3042,0.3206,55.0857
1014,0.3042,0.3206,55.4294
1015,0.3041,0.3211,55.6421
1016,0.3041,0.3210,55.5653
1017,0.3044,0.3210,56.0393
1018,0.3041,0.3207,55.9157
1019,0.3041,0.3207,56.0146
1020,0.3041,0.3207,56.0111
1021,0.3041,0.3207,56.3655
1022,0.3041,0.3207,56.3619
1023,0.3041,0.3207,56.6337
1024,0.3041,0.3211,56.8134
1025,0.3041,0.3210,56.6959
1026,0.3042,0.3211,56.7885
1027,0.3040,0.3208,57.1869
1028,0.3040,0.3208,57.2378
1029,0.3039,0.3208,57.1863
1030,0.3040,0.3207,57.5332
1031,0.3039,0.3207,57.4709
1032,0.3042,0.3209,57.6203
1033,0.3040,0.3211,57.6733
1034,0.3040,0.3210,58.1307
1035,0.3041,0.3211,58.0782
1036,0.3039,0.3209,58.1275
1037,0.3039,0.3209,58.0888
1038,0.3039,0.3209,58.1252
1039,0.3041,0.3209,58.4831
1040,0.3041,0.3207,58.3605
1041,0.3041,0.3209,58.5024
1042,0.3041,0.3211,58.6175
1043,0.3041,0.3211,58.9529
1044,0.3040,0.3208,58.8595
1045,0.3039,0.3207,58.7807
1046,0.3039,0.3207,58.9803
1047,0.3042,0.3207,59.2519
1048,0.3042,0.3207,59.2370
1049,0.3041,0.3208,59.2989
1050,0.3042,0.3207,59.5832
1051,0.3041,0.3210,59.6240
1052,0.3040,0.3208,59.8485
1053,0.3039,0.3206,59.9890
1054,0.3040,0.3207,60.0739
1055,0.3040,0.3206,60.0684
1056,0.3040,0.3206,60.3838
1057,0.3040,0.3206,60.4160
1058,0.3040,0.3205,60.3384
1059,0.3040,0.3205,60.6925
1060,0.3039,0.3207,60.7693
1061,0.3040,0.3209,61.0015
1062,0.3038,0.3206,61.1015
1063,0.3038,0.3205,61.2031
1064,0.3039,0.3206,61.3338
1065,0.3039,0.3205,61.3179
1066,0.3038,0.3204,61.2655
1067,0.3038,0.3204,61.3275
1068,0.3039,0.3205,61.7785
1069,0.3041,0.3206,61.7589
1070,0.3037,0.3202,61.7491
1071,0.3037,0.3203,61.7933
1072,0.3037,0.3203,62.1744
1073,0.3037,0.3203,62.1947
1074,0.3037,0.3203,62.2068
1075,0.3038,0.3203,62.2536
1076,0.3038,0.3203,62.6321
1077,0.3040,0.3203,62.5512
1078,0.3040,0.3204,62.6747
1079,0.3037,0.3202,63.0714
1080,0.3036,0.3202,63.0745
1081,0.3036,0.3201,63.3158
1082,0.3037,0.3201,63.3992
1083,0.3037,0.3203,63.4882
1084,0.3039,0.3202,63.2857
1085,0.3038,0.3200,63.6328
1086,0.3038,0.3200,63.6853
1087,0.3038,0.3200,63.6265
1088,0.3034,0.3200,64.1373
1089,0.3035,0.3201,64.1848
1090,0.3035,0.3201,64.2471
1091,0.3034,0.3201,64.2217
1092,0.3037,0.3200,64.5299
1093,0.3036,0.3200,64.5340
1094,0.3037,0.3201,64.6123
1095,0.3037,0.3201,64.6460
1096,0.3035,0.3198,64.6353
1097,0.3034,0.3201,65.0595
1098,0.3034,0.3202,65.1920
1099,0.3037,0.3202,65.1498
1100,0.3037,0.3202,65.1234
1101,0.3037,0.3201,65.4648
1102,0.3037,0.3201,65.5755
1103,0.3037,0.3202,65.6640
1104,0.3037,0.3202,65.6982
1105,0.3035,0.3198,65.9636
1106,0.3034,0.3201,66.1509
1107,0.3037,0.3200,66.0883
1108,0.3036,0.3201,66.5055
1109,0.3037,0.3201,66.5412
1110,0.3037,0.3199,66.7410
1111,0.3038,0.3200,66.8952
1112,0.3036,0.3199,66.6922
1113,0.3036,0.3200,66.8172
1114,0.3037,0.3196,67.2019
1115,0.3036,0.3198,67.2610
1116,0.3036,0.3197,67.2552
1117,0.3036,0.3197,67.6579
1118,0.3037,0.3199,67.7469
1119,0.3036,0.3198,67.5744
1120,0.3036,0.3198,67.7788
1121,0.3036,0.3198,68.1888
1122,0.3037,0.3196,68.1589
1123,0.3037,0.3196,68.1158
1124,0.3036,0.3198,68.2859
1125,0.3036,0.3198,68.1825
1126,0.3035,0.3198,68.5499
1127,0.3035,0.3198,68.4848
1128,0.3036,0.3198,68.6347
1129,0.3037,0.3199,68.6592
1130,0.3039,0.3198,69.0711
1131,0.3036,0.3195,68.8894
1132,0.3037,0.3195,68.9031
1133,0.3036,0.3198,69.0486
1134,0.3036,0.3198,69.5145
1135,0.3036,0.3198,69.4200
1136,0.3036,0.3198,69.4164
1137,0.3040,0.3198,69.7254
1138,0.3040,0.3199,69.8802
1139,0.3039,0.3197,70.1037
1140,0.3037,0.3194,70.1239
1141,0.3038,0.3195,70.1147
1142,0.3037,0.3196,70.0630
1143,0.3037,0.3196,70.5404
1144,0.3037,0.3196,70.6557
1145,0.3041,0.3197,70.7049
1146,0.3041,0.3196,70.9481
1147,0.3041,0.3196,70.8799
1148,0.3038,0.3193,70.8340
1149,0.3039,0.3193,71.0155
1150,0.3038,0.3193,71.4579
1151,0.3038,0.3197,71.4631
1152,0.3042,0.3195,71.3777
1153,0.3041,0.3196,71.4348
1154,0.3042,0.3197,71.5131
1155,0.3044,0.3197,71.8446
1156,0.3043,0.3196,71.7849
1157,0.3040,0.3193,71.7163
1158,0.3039,0.3192,71.7223
1159,0.3040,0.3193,72.0878
1160,0.3044,0.3196,72.2020
1161,0.3043,0.3196,72.1598
1162,0.3044,0.3197,72.2946
1163,0.3044,0.3196,72.4925
1164,0.3043,0.3196,72.5231
1165,0.3044,0.3197,72.6133
1166,0.3042,0.3194,72.8644
1167,0.3045,0.3194,72.9915
1168,0.3045,0.3195,73.4147
1169,0.3044,0.3198,73.6802
1170,0.3043,0.3198,73.6126
1171,0.3043,0.3199,73.6836
1172,0.3044,0.3198,74.0109
1173,0.3045,0.3199,73.9783
1174,0.3044,0.3198,73.9381
1175,0.3045,0.3194,74.3012
1176,0.3045,0.3195,74.4173
1177,0.3045,0.3195,74.4103
1178,0.3045,0.3197,74.5037
1179,0.3045,0.3197,74.8459
1180,0.3045,0.3197,74.8894
1181,0.3045,0.3196,74.8789
1182,0.3048,0.3196,74.8597
1183,0.3047,0.3195,75.0266
1184,0.3045,0.3193,75.3080
1185,0.3045,0.3193,75.1996
1186,0.3046,0.3194,75.2930
1187,0.3046,0.3196,75.3969
1188,0.3046,0.3195,75.6158
1189,0.3045,0.3195,75.6619
1190,0.3047,0.3194,75.6668
1191,0.3048,0.3195,75.7731
1192,0.3046,0.3192,76.1085
1193,0.3046,0.3192,76.1150
1194,0.3047,0.3193,76.2380
1195,0.3047,0.3193,76.7054
1196,0.3047,0.3194,76.9171
1197,0.3048,0.3196,77.0655
1198,0.3048,0.3196,77.1399
1199,0.3048,0.3196,77.1205
1200,0.3048,0.3195,77.0486
1201,0.3047,0.3193,77.4193
1202,0.3047,0.3193,77.4882
1203,0.3047,0.3194,77.4576
1204,0.3047,0.3194,77.9737
1205,0.3050,0.3194,77.9273
1206,0.3050,0.3197,78.0399
1207,0.3049,0.3197,77.9395
1208,0.3049,0.3196,78.3406
1209,0.3048,0.3195,78.4362
1210,0.3048,0.3195,78.4417
1211,0.3048,0.3194,78.3720
1212,0.3051,0.3195,78.4538
1213,0.3051,0.3195,78.8579
1214,0.3051,0.3195,78.9293
1215,0.3050,0.3197,78.9799
1216,0.3050,0.3198,79.0584
1217,0.3050,0.3196,79.2982
1218,0.3049,0.3194,79.3642
1219,0.3049,0.3194,79.3661
1220,0.3051,0.3195,79.3336
1221,0.3051,0.3195,79.7682
1222,0.3051,0.3195,79.9012
1223,0.3051,0.3194,79.5804
1224,0.3050,0.3197,80.0760
1225,0.3050,0.3197,79.9857
1226,0.3051,0.3197,80.5736
1227,0.3051,0.3194,80.3507
1228,0.3051,0.3194,80.4197
1229,0.3051,0.3194,80.3633
1230,0.3051,0.3195,80.8387
1231,0.3051,0.3194,80.8210
1232,0.3051,0.3195,80.8857
1233,0.3050,0.3199,81.4415
1234,0.3050,0.3198,81.3313
1235,0.3052,0.3197,81.5112
1236,0.3051,0.3196,81.5316
1237,0.3052,0.3195,81.8223
1238,0.3052,0.3196,81.8565
1239,0.3052,0.3196,81.8964
1240,0.3052,0.3197,81.9258
1241,0.3051,0.3195,81.7420
1242,0.3053,0.3199,82.4287
1243,0.3053,0.3200,82.4092
1244,0.3051,0.3196,82.2601
1245,0.3052,0.3196,82.2504
1246,0.3051,0.3196,82.7144
1247,0.3051,0.3196,82.7010
1248,0.3051,0.3196,82.8498
1249,0.3052,0.3197,82.8891
1250,0.3053,0.3196,83.2416
1251,0.3052,0.3199,83.3683
1252,0.3052,0.3199,83.2954
1253,0.3051,0.3195,83.5757
1254,0.3051,0.3195,83.5598
1255,0.3051,0.3195,83.9161
1256,0.3050,0.3195,83.9067
1257,0.3050,0.3195,83.9452
1258,0.3052,0.3195,84.0366
1259,0.3052,0.3195,84.3674
1260,0.3051,0.3199,84.5555
1261,0.3050,0.3197,84.4715
1262,0.3050,0.3196,84.7914
1263,0.3050,0.3198,84.9436
1264,0.3050,0.3197,84.9253
1265,0.3052,0.3198,85.1087
1266,0.3052,0.3197,85.2926
1267,0.3052,0.3197,85.4055
1268,0.3053,0.3199,85.5258
1269,0.3051,0.3203,85.6481
1270,0.3050,0.3201,85.6818
1271,0.3049,0.3200,85.9549
1272,0.3049,0.3200,85.9994
1273,0.3051,0.3199,85.7067
1274,0.3051,0.3199,85.8339
1275,0.3051,0.3199,86.2508
1276,0.3051,0.3200,86.3016
1277,0.3051,0.3200,86.3542
1278,0.3050,0.3206,86.5248
1279,0.3047,0.3203,87.0250
1280,0.3049,0.3203,86.9296
1281,0.3049,0.3203,87.0974
1282,0.3049,0.3203,87.3461
1283,0.3049,0.3202,87.3576
1284,0.3049,0.3203,87.8495
1285,0.3049,0.3203,87.8994
1286,0.3049,0.3203,87.7160
1287,0.3045,0.3207,88.0702
1288,0.3047,0.3207,88.6913
1289,0.3047,0.3207,89.4325
1290,0.3037,0.3197,90.4587
1291,0.3038,0.3197,90.3202
1292,0.3037,0.3197,90.7032
1293,0.3037,0.3196,90.6110
1294,0.3038,0.3193,90.5657
1295,0.3037,0.3195,90.6674
1296,0.3037,0.3190,90.7673
1297,0.3037,0.3193,90.9738
1298,0.3035,0.3189,90.9104
1299,0.3035,0.3192,91.4025
1300,0.3035,0.3191,91.1957
1301,0.3035,0.3188,91.3241
1302,0.3035,0.3192,91.7654
1303,0.3035,0.3188,91.7198
1304,0.3035,0.3191,91.9734
1305,0.3035,0.3187,92.0195
1306,0.3034,0.3192,92.0459
1307,0.3034,0.3188,92.0389
1308,0.3034,0.3188,92.0266
1309,0.3033,0.3190,92.3080
1310,0.3033,0.3189,92.1671
1311,0.3031,0.3189,92.4143
1312,0.3031,0.3189,92.4106
1313,0.3029,0.3188,92.6674
1314,0.3031,0.3188,92.8014
1315,0.3031,0.3187,92.7628
1316,0.3032,0.3189,92.8483
1317,0.3031,0.3187,92.9445
1318,0.3031,0.3187,93.0899
1319,0.3030,0.3187,93.1495
1320,0.3031,0.3186,93.1592
1321,0.3031,0.3187,93.3177
1322,0.3032,0.3184,93.1559
1323,0.3032,0.3188,93.5105
1324,0.3034,0.3185,93.4835
1325,0.3033,0.3190,93.8195
1326,0.3032,0.3188,93.7792
1327,0.3034,0.3193,94.0809
1328,0.3032,0.3190,94.0870
1329,0.3034,0.3189,94.0352
1330,0.3033,0.3190,94.1749
1331,0.3036,0.3191,94.3666
1332,0.3035,0.3191,94.5228
1333,0.3038,0.3190,94.5804
1334,0.3036,0.3191,94.7116
1335,0.3037,0.3191,94.8751
1336,0.3035,0.3188,94.9416
1337,0.3036,0.3191,95.0098
1338,0.3034,0.3188,94.9284
1339,0.3035,0.3189,95.3770
1340,0.3035,0.3188,95.2260
1341,0.3033,0.3189,95.3469
1342,0.3035,0.3188,95.2795
1343,0.3034,0.3185,95.4236
1344,0.3037,0.3191,95.7946
1345,0.3036,0.3188,95.8727
1346,0.3039,0.3192,95.9770
1347,0.3038,0.3191,96.1482
1348,0.3041,0.3194,96.3563
1349,0.3039,0.3191,96.5414
1350,0.3042,0.3189,96.2915
1351,0.3039,0.3192,96.7791
1352,0.3042,0.3191,96.8495
1353,0.3038,0.3193,96.9757
1354,0.3041,0.3193,97.1305
1355,0.3037,0.3195,97.5468
1356,0.3037,0.3195,97.5947
1357,0.3038,0.3191,97.6366
1358,0.3035,0.3195,98.1601
1359,0.3037,0.3195,98.0345
1360,0.3035,0.3196,98.3729
1361,0.3038,0.3197,98.5286
1362,0.3035,0.3197,98.6529
1363,0.3039,0.3198,98.7133
1364,0.3037,0.3194,98.6869
1365,0.3039,0.3199,98.9866
1366,0.3037,0.3197,99.1095
1367,0.3038,0.3201,99.2511
1368,0.3035,0.3198,99.3761
1369,0.3035,0.3201,99.5050
1370,0.3035,0.3198,99.4967
1371,0.3035,0.3199,99.6805
1372,0.3035,0.3198,99.8817
1373,0.3035,0.3197,99.8157
1374,0.3035,0.3198,100.0070
1375,0.3036,0.3199,100.2298
1376,0.3035,0.3199,100.3228
1377,0.3034,0.3198,100.2582
1378,0.3035,0.3196,100.4169
1379,0.3033,0.3197,100.5907
1380,0.3035,0.3195,100.4107
1381,0.3033,0.3197,100.6138
1382,0.3035,0.3198,100.7432
1383,0.3034,0.3198,101.0930
1384,0.3034,0.3199,101.1544
1385,0.3034,0.3196,101.0444
1386,0.3034,0.3201,101.3678
1387,0.3035,0.3200,101.5580
1388,0.3034,0.3201,101.5436
1389,0.3036,0.3200,101.7474
1390,0.3035,0.3201,101.7652
1391,0.3035,0.3197,101.7508
1392,0.3035,0.3197,101.6992
1393,0.3036,0.3199,102.1727
1394,0.3036,0.3199,102.1794
1395,0.3038,0.3201,102.4292
1396,0.3038,0.3201,102.3893
1397,0.3036,0.3204,102.8954
1398,0.3035,0.3200,102.6365
1399,0.3035,0.3199,102.6658
1400,0.3035,0.3200,102.8747
1401,0.3035,0.3200,102.9378
1402,0.3034,0.3199,102.9691
1403,0.3035,0.3200,103.0605
1404,0.3035,0.3201,103.3181
1405,0.3035,0.3201,103.4183
1406,0.3036,0.3198,103.4432
1407,0.3035,0.3200,103.3782
1408,0.3036,0.3197,103.4718
1409,0.3035,0.3199,103.6170
1410,0.3038,0.3196,103.7445
1411,0.3037,0.3198,103.8520
1412,0.3033,0.3194,104.0162
1413,0.3038,0.3193,104.1348
1414,0.3036,0.3193,104.1916
1415,0.3039,0.3194,104.4769
1416,0.3037,0.3195,104.7679
1417,0.3039,0.3194,105.0858
1418,0.3037,0.3192,105.1468
1419,0.3038,0.3187,105.0607
1420,0.3039,0.3188,105.0636
1421,0.3038,0.3188,105.4428
1422,0.3038,0.3189,105.5824
1423,0.3039,0.3191,105.7977
1424,0.3039,0.3191,105.8894
1425,0.3035,0.3189,105.9763
1426,0.3038,0.3188,105.8382
1427,0.3036,0.3186,105.9980
1428,0.3038,0.3189,106.2385
1429,0.3037,0.3187,106.3363
1430,0.3038,0.3191,106.4601
1431,0.3036,0.3188,106.3406
1432,0.3038,0.3196,106.8656
1433,0.3036,0.3192,106.9677
1434,0.3039,0.3193,107.0707
1435,0.3037,0.3194,107.3750
1436,0.3039,0.3193,107.4613
1437,0.3037,0.3197,107.9069
1438,0.3038,0.3194,107.8704
1439,0.3036,0.3199,108.0883
1440,0.3035,0.3196,108.1123
1441,0.3037,0.3196,108.0500
1442,0.3035,0.3197,108.4984
1443,0.3037,0.3198,108.6857
1444,0.3036,0.3198,108.6552
1445,0.3038,0.3197,108.6214
1446,0.3036,0.3197,108.7295
1447,0.3038,0.3198,109.0110
1448,0.3036,0.3196,109.1006
1449,0.3038,0.3199,109.1630
1450,0.3036,0.3197,109.3366
1451,0.3038,0.3200,109.5811
1452,0.3037,0.3198,109.5340
1453,0.3039,0.3201,109.7873
1454,0.3038,0.3199,109.9763
1455,0.3038,0.3199,110.0074
1456,0.3037,0.3199,110.0372
1457,0.3035,0.3197,110.0916
1458,0.3036,0.3201,110.4451
1459,0.3034,0.3199,110.5076
1460,0.3036,0.3202,110.6680
1461,0.3034,0.3199,110.5798
1462,0.3037,0.3199,110.4881
1463,0.3034,0.3199,110.9746
1464,0.3037,0.3199,110.9389
1465,0.3034,0.3199,111.1903
1466,0.3036,0.3198,111.0750
1467,0.3035,0.3201,111.5160
1468,0.3035,0.3201,111.5180
1469,0.3036,0.3197,111.5285
1470,0.3036,0.3200,111.7005
1471,0.3037,0.3197,111.6746
1472,0.3036,0.3199,111.9407
1473,0.3035,0.3194,111.7624
1474,0.3034,0.3199,111.8645
1475,0.3033,0.3195,112.2832
1476,0.3034,0.3195,112.0684
1477,0.3032,0.3194,112.5411
1478,0.3029,0.3190,112.4833
1479,0.3033,0.3193,112.6447
1480,0.3031,0.3191,112.9848
1481,0.3035,0.3193,113.0461
1482,0.3033,0.3189,112.9634
1483,0.3033,0.3190,113.0875
1484,0.3034,0.3189,113.1828
1485,0.3035,0.3190,113.2747
1486,0.3037,0.3190,113.5833
1487,0.3037,0.3191,113.6327
1488,0.3038,0.3191,114.0852
1489,0.3037,0.3190,113.6934
1490,0.3037,0.3186,113.7545
1491,0.3037,0.3189,114.0013
1492,0.3037,0.3186,114.0596
1493,0.3036,0.3190,114.1151
1494,0.3038,0.3188,114.5094
1495,0.3037,0.3193,114.6865
1496,0.3035,0.3190,114.6417
1497,0.3036,0.3188,115.0430
1498,0.3035,0.3190,114.9569
1499,0.3037,0.3188,115.1375
1500,0.3037,0.3195,115.7911
1501,0.3038,0.3192,115.6161
1502,0.3037,0.3197,116.0154
1503,0.3039,0.3196,116.1018
1504,0.3039,0.3197,116.3185
1505,0.3037,0.3200,116.5398
1506,0.3038,0.3199,116.4524
1507,0.3038,0.3205,117.3774
1508,0.3038,0.3204,117.0489
1509,0.3038,0.3207,117.4796
1510,0.3038,0.3207,117.3283
1511,0.3037,0.3205,117.4222
1512,0.3038,0.3207,117.5320
1513,0.3036,0.3205,117.6344
1514,0.3037,0.3209,118.1339
1515,0.3036,0.3206,118.1007
1516,0.3037,0.3211,118.4436
1517,0.3036,0.3209,118.6053
1518,0.3037,0.3207,118.4990
1519,0.3036,0.3209,118.5135
1520,0.3035,0.3206,118.5291
1521,0.3035,0.3208,118.8153
1522,0.3034,0.3205,118.7557
1523,0.3034,0.3207,118.8971
1524,0.3032,0.3206,118.9736
1525,0.3035,0.3206,118.9975
1526,0.3032,0.3207,119.1417
1527,0.3035,0.3208,119.5165
1528,0.3032,0.3208,119.6657
1529,0.3034,0.3208,119.7698
1530,0.3032,0.3207,119.7467
1531,0.3034,0.3207,119.9918
1532,0.3033,0.3205,120.0049
1533,0.3035,0.3208,120.3253
1534,0.3033,0.3205,120.4483
1535,0.3034,0.3208,120.5240
1536,0.3033,0.3205,120.8896
1537,0.3031,0.3203,120.9335
1538,0.3031,0.3204,121.1123
1539,0.3029,0.3200,120.8871
1540,0.3030,0.3202,121.1012
1541,0.3028,0.3198,121.2652
1542,0.3030,0.3200,121.3393
1543,0.3029,0.3199,121.5470
1544,0.3031,0.3202,121.8592
1545,0.3029,0.3199,121.8129
1546,0.3031,0.3199,121.7374
1547,0.3029,0.3199,122.1207
1548,0.3033,0.3200,122.4124
1549,0.3031,0.3199,122.3992
1550,0.3035,0.3198,122.4531
1551,0.3033,0.3200,122.9111
1552,0.3033,0.3199,122.6264
1553,0.3036,0.3198,123.0733
1554,0.3033,0.3201,123.0448
1555,0.3037,0.3199,123.2436
1556,0.3036,0.3201,123.3616
1557,0.3038,0.3199,123.7178
1558,0.3037,0.3199,123.6858
1559,0.3039,0.3199,123.7922
1560,0.3037,0.3196,123.7937
1561,0.3040,0.3198,124.0008
1562,0.3037,0.3195,123.9484
1563,0.3040,0.3199,124.6382
1564,0.3039,0.3197,124.6635
1565,0.3041,0.3202,125.1907
1566,0.3040,0.3201,125.2881
1567,0.3040,0.3201,125.2204
1568,0.3041,0.3201,125.3835
1569,0.3041,0.3201,125.3166
1570,0.3041,0.3203,125.8667
1571,0.3042,0.3202,125.7564
1572,0.3041,0.3204,125.9960
1573,0.3042,0.3204,125.9676
1574,0.3043,0.3203,126.2226
1575,0.3042,0.3205,126.4033
1576,0.3042,0.3203,126.3962
1577,0.3040,0.3204,126.4796
1578,0.3042,0.3203,126.6302
1579,0.3039,0.3206,126.9394
1580,0.3042,0.3206,127.0999
1581,0.3040,0.3203,126.9717
1582,0.3039,0.3209,127.4889
1583,0.3040,0.3207,127.4980
1584,0.3039,0.3209,127.6850
1585,0.3038,0.3207,127.9832
1586,0.3037,0.3212,128.3212
1587,0.3037,0.3208,128.2204
1588,0.3037,0.3208,128.1655
1589,0.3037,0.3212,128.7194
1590,0.3037,0.3212,128.6416
1591,0.3037,0.3213,129.0822
1592,0.3038,0.3213,129.0244
1593,0.3037,0.3211,129.1838
1594,0.3037,0.3212,129.2751
1595,0.3035,0.3209,129.3368
1596,0.3036,0.3211,129.5456
1597,0.3033,0.3207,129.5842
1598,0.3032,0.3206,129.7779
1599,0.3031,0.3205,129.7385
1600,0.3031,0.3204,130.0542
1601,0.3031,0.3204,130.0294
1602,0.3031,0.3201,130.1275
1603,0.3031,0.3204,130.4897
1604,0.3031,0.3202,130.7296
1605,0.3030,0.3205,130.7774
1606,0.3031,0.3202,130.9131
1607,0.3031,0.3207,131.1264
